iter	RMSE
488	1189.132038
489	1188.664061
490	1188.037616
491	1187.635415
492	1187.436299
493	1186.997713
494	1186.675506
495	1186.249971
496	1185.463333
497	1185.095915
498	1184.714501
499	1184.282676
500	1183.786484
501	1183.679624
502	1183.450439
503	1183.082916
504	1182.629649
505	1182.412917
506	1182.092873
507	1181.628082
508	1181.103278
509	1180.534689
510	1180.357769
511	1180.101291
512	1179.76337
513	1179.609778
514	1178.99634
515	1178.779021
516	1178.348523
517	1178.211097
518	1177.842265
519	1177.550922
520	1177.027044
521	1176.525524
522	1176.45514
523	1176.025702
524	1175.746999
525	1175.483414
526	1175.143753
527	1174.961824
528	1174.756765
529	1174.091466
530	1173.974765
531	1173.550682
532	1173.483916
533	1173.316911
534	1172.879655
535	1172.067998
536	1171.869439
537	1171.608966
538	1171.165646
539	1170.712823
540	1170.50461
541	1170.383732
542	1170.193508
543	1170.038041
544	1169.916285
545	1169.528185
546	1169.088796
547	1168.679408
548	1168.282253
549	1167.876437
550	1167.146468
551	1166.731738
552	1166.38102
553	1165.888402
554	1165.646722
555	1165.430713
556	1165.012895
557	1164.666147
558	1164.257696
559	1163.864727
560	1163.591726
561	1163.168687
562	1162.836625
563	1162.609141
564	1162.171704
565	1161.580651
566	1160.985828
567	1160.637284
568	1160.372276
569	1160.073619
570	1159.765033
571	1159.393511
572	1159.104054
573	1158.576227
574	1158.501667
575	1158.176773
576	1157.516387
577	1157.03889
578	1156.603922
579	1156.526999
580	1156.506796
581	1156.162971
582	1155.492296
583	1154.829954
584	1154.503672
585	1153.987422
586	1153.667012
587	1153.39891
588	1153.012757
589	1152.853717
590	1152.471332
591	1152.286377
592	1151.722587
593	1151.425432
594	1151.18052
595	1151.154588
596	1150.848765
597	1150.5606
598	1150.195655
599	1149.940405
600	1149.552275
601	1149.474799
602	1148.96104
603	1148.478223
604	1147.976288
605	1147.642556
606	1147.394089
607	1146.923903
608	1146.568341
609	1146.18617
610	1145.751076
611	1145.349786
612	1144.882578
613	1144.485374
614	1144.389538
615	1143.967153
616	1143.794305
617	1143.416197
618	1142.643458
619	1142.297697
620	1142.008391
621	1141.823565
622	1141.353911
623	1141.177002
624	1141.040594
625	1140.955678
626	1140.751119
627	1140.367107
628	1140.015714
629	1139.613985
630	1139.117834
631	1139.02444
632	1138.922141
633	1138.522125
634	1138.322298
635	1137.994681
636	1137.505431
637	1137.228173
638	1136.535981
639	1136.29345
640	1136.001086
641	1135.712092
642	1135.234525
643	1134.897813
644	1134.684031
645	1134.292493
646	1133.774027
647	1133.684136
648	1133.547729
649	1133.213905
650	1132.907734
651	1132.530191
652	1132.387213
653	1131.917757
654	1131.462875
655	1131.127966
656	1130.723318
657	1130.670379
658	1130.347227
659	1129.967568
660	1129.697046
661	1129.56458
662	1129.385261
663	1129.101162
664	1128.790282
665	1128.656849
666	1128.329678
667	1128.021567
668	1127.760913
669	1127.676832
670	1127.507764
671	1127.350553
672	1126.798766
673	1126.728054
674	1126.231239
675	1125.981525
676	1125.63125
677	1125.496669
678	1125.28071
679	1125.208731
680	1125.033684
681	1124.908727
682	1124.488526
683	1124.277709
684	1123.888067
685	1123.768938
686	1123.67287
687	1123.629367
688	1123.360137
689	1123.160231
690	1122.629739
691	1122.443478
692	1122.121084
693	1121.797328
694	1121.439755
695	1121.21591
696	1120.903624
697	1120.637659
698	1120.249901
699	1120.052322
700	1119.590233
701	1119.464913
702	1119.360085
703	1119.053074
704	1118.787746
705	1118.414526
706	1118.098239
707	1117.971892
708	1117.509647
709	1117.168435
710	1116.919577
711	1116.879672
712	1116.711698
713	1116.513628
714	1116.165985
715	1115.938181
716	1115.525616
717	1115.304493
718	1115.022446
719	1114.788377
720	1114.427975
721	1113.981458
722	1113.732989
723	1113.502661
724	1113.323067
725	1112.817636
726	1112.4367
727	1112.31263
728	1112.081718
729	1111.702501
730	1111.41644
731	1111.104116
732	1110.642738
733	1110.416938
734	1110.358271
735	1110.131436
736	1109.600714
737	1109.264196
738	1108.97778
739	1108.764898
740	1108.513331
741	1108.244937
742	1107.887296
743	1107.725953
744	1107.549315
745	1107.403454
746	1107.193268
747	1107.074781
748	1106.996197
749	1106.607432
750	1106.395093
751	1106.227494
752	1105.913593
753	1105.767161
754	1105.586953
755	1105.496599
756	1105.281247
757	1104.970834
758	1104.874609
759	1104.748931
760	1104.522793
761	1104.326142
762	1104.175127
763	1104.015183
764	1103.756492
765	1103.479834
766	1103.105147
767	1102.818322
768	1102.568974
769	1102.327688
770	1102.143845
771	1101.902648
772	1101.605595
773	1101.34673
774	1100.977029
775	1100.778859
776	1100.496466
777	1100.239719
778	1099.797559
779	1099.581956
780	1099.335361
781	1099.027198
782	1098.827579
783	1098.578506
784	1098.349555
785	1098.161593
786	1098.12072
787	1097.627185
788	1097.10342
789	1096.835301
790	1096.663352
791	1096.182776
792	1096.020936
793	1095.909049
794	1095.733729
795	1095.502371
796	1095.34175
797	1095.034784
798	1094.801687
799	1094.694321
800	1094.40819
801	1094.086081
802	1093.691088
803	1093.305025
804	1093.127136
805	1093.027058
806	1092.764002
807	1092.436111
808	1092.213028
809	1092.134386
810	1091.993857
811	1091.854748
812	1091.563122
813	1091.422091
814	1091.195248
815	1091.089523
816	1090.838573
817	1090.589017
818	1090.316875
819	1089.775621
820	1089.452815
821	1089.368307
822	1089.085526
823	1089.046621
824	1088.706809
825	1088.412335
826	1088.284023
827	1088.08484
828	1088.073097
829	1087.930889
830	1087.779667
831	1087.454677
832	1087.324144
833	1087.10994
834	1087.012997
835	1086.862631
836	1086.773046
837	1086.578458
838	1086.269885
839	1086.113807
840	1085.783188
841	1085.405526
842	1085.051768
843	1084.831985
844	1084.653743
845	1084.503047
846	1084.295282
847	1084.078499
848	1083.76373
849	1083.249619
850	1083.115434
851	1082.883027
852	1082.663637
853	1082.40325
854	1082.211268
855	1081.987024
856	1081.610126
857	1081.332724
858	1081.211371
859	1080.93757
860	1080.837106
861	1080.760962
862	1080.557296
863	1080.469185
864	1080.232614
865	1080.155669
866	1079.804297
867	1079.534709
868	1079.403874
869	1079.237675
870	1079.133314
871	1079.066115
872	1079.006494
873	1078.925537
874	1078.451039
875	1078.069834
876	1077.873292
877	1077.743756
878	1077.538072
879	1077.343972
880	1077.220841
881	1077.184962
882	1077.077819
883	1076.987809
884	1076.583181
885	1076.249538
886	1076.040911
887	1075.99224
888	1075.691113
889	1075.409698
890	1075.190656
891	1074.940062
892	1074.675387
893	1074.233037
894	1074.085045
895	1073.903445
896	1073.809811
897	1073.513788
898	1073.355706
899	1072.90593
900	1072.818653
901	1072.466315
902	1072.132111
903	1071.845778
904	1071.642829
905	1071.366167
906	1071.106559
907	1070.845451
908	1070.670261
909	1070.541978
910	1070.475678
911	1070.352812
912	1070.274093
913	1069.913006
914	1069.743606
915	1069.546922
916	1069.228787
917	1068.854997
918	1068.643992
919	1068.287238
920	1068.138006
921	1067.905113
922	1067.616432
923	1067.474493
924	1067.342188
925	1067.221243
926	1067.043138
927	1066.903165
928	1066.598049
929	1066.559781
930	1066.483508
931	1066.112475
932	1065.702622
933	1065.510467
934	1065.386742
935	1065.354769
936	1065.265631
937	1065.118297
938	1064.857062
939	1064.739446
940	1064.421861
941	1064.224594
942	1063.915895
943	1063.678001
944	1063.595453
945	1063.36609
946	1063.16308
947	1062.862639
948	1062.549343
949	1062.240029
950	1062.061397
951	1061.877481
952	1061.674126
953	1061.556647
954	1061.401563
955	1061.173073
956	1060.93438
957	1060.59114
958	1060.387081
959	1060.198594
960	1060.158336
961	1060.035632
962	1059.851096
963	1059.703727
964	1059.484774
965	1059.409072
966	1059.161232
967	1058.956262
968	1058.751511
969	1058.627496
970	1058.419324
971	1058.17902
972	1057.858288
973	1057.641532
974	1057.552255
975	1057.278033
976	1057.008895
977	1056.81591
978	1056.648423
979	1056.507543
980	1056.416224
981	1056.243746
982	1056.036494
983	1055.942224
984	1055.861699
985	1055.710995
986	1055.468636
987	1055.31392
988	1055.070974
989	1054.942788
990	1054.756387
991	1054.570277
992	1054.34555
993	1054.137734
994	1054.024575
995	1053.841514
996	1053.693335
997	1053.601947
998	1053.426641
999	1053.344797
